"text","retweet_count","favorite_count","Followers","Follower_Change","Num_Tweets","Year","Month","Week","Day","Hour"
"Departing Washington D.C. to attend a Flight 93 September 11th Memorial Service in Shanksville Pennsylvania with Melania. #NeverForget https://t.co/O2sFUeRqeb",14912,66010,54347350,21603,22,2018,9,37,11,12
"Rudy Giuliani did a GREAT job as Mayor of NYC during the period of September 11th. His leadership bravery and skill must never be forgotten. Rudy is a TRUE WARRIOR!",24404,116879,54347350,21603,22,2018,9,37,11,11
"ÒERIC Holder could be running the Justice Department right now and it would be behaving no differently than it is.Ó @LouDobbs",13753,57659,54347350,21603,22,2018,9,37,11,11
"New Strzok-Page texts reveal ÒMedia Leak Strategy.Ó  @FoxNews  So terrible and NOTHING is being done at DOJ or FBI - but the world is watching and they get it completely.",22610,82847,54347350,21603,22,2018,9,37,11,11
"#NeverForget  #September11th https://t.co/ExGrrVtrEf",16328,60786,54347350,21603,22,2018,9,37,11,11
"ÒWe have found nothing to show collusion between President Trump &amp; Russia absolutely zero but every day we get more documentation showing collusion between the FBI &amp; DOJ the Hillary campaign foreign spies &amp; Russians incredible.Ó @SaraCarterDC @LouDobbs",22624,78569,54347350,21603,22,2018,9,37,11,11
"https://t.co/Vh47XjGzpt",37754,108616,54325747,23811,10,2018,9,37,10,23
"Just had calls with South Carolina Governor Henry McMaster North Carolina Governor Roy Cooper and Virginia Governor Ralph Northam regarding the incoming storm. Federal Government stands by ready to assist 24/7.",15191,69310,54325747,23811,10,2018,9,37,10,23
"My people just informed me that this is one of the worst storms to hit the East Coast in many years. Also looking like a direct hit on North Carolina South Carolina and Virginia. Please be prepared be careful and be SAFE!",22422,95600,54325747,23811,10,2018,9,37,10,23
"Was just briefed via phone by @DHSgov @SecNielsen and @FEMA @FEMA_Brock along with @VP Mike Pence and Chief of Staff John Kelly on incoming storm which is very dangerous. Heed the directions of your State and Local Officials - and know that WE are here for you. Be SAFE! https://t.co/sN8D5NvrBa",12357,49951,54325747,23811,10,2018,9,37,10,21
"Chuck Schumer is holding up 320 appointments (Ambassadors Executives etc.) of great people who have left jobs and given up so much in order to come into Government. Schumer and the Democrats continue to OBSTRUCT!",29429,90214,54325747,23811,10,2018,9,37,10,21
"To the incredible citizens of North Carolina South Carolina and the entire East Coast - the storm looks very bad! Please take all necessary precautions. We have already began mobilizing our assets to respond accordingly and we are here for you! https://t.co/g74cyD6b6K",27869,114933,54325747,23811,10,2018,9,37,10,19
"The Storms in the Atlantic are very dangerous. We encourage anyone in the path of these storms to prepare themselves and to heed the warnings of State and Local officials. The Federal Government is closely monitoring and ready to assist. We are with you!",18132,80243,54325747,23811,10,2018,9,37,10,19
"ÒPresident Trump would need a magic wand to get to 4% GDPÓ stated President Obama. I guess I have a magic wand 4.2% and we will do MUCH better than this! We have just begun.",42135,152901,54325747,23811,10,2018,9,37,10,14
"The Economy is soooo good perhaps the best in our countryÕs history (remember itÕs the economy stupid!) that the Democrats are flailing &amp; lying like CRAZY! Phony books articles and T.V. ÒhitsÓ like no other pol has had to endure-and they are losing big. Very dishonest people!",22256,90056,54325747,23811,10,2018,9,37,10,13
"ÒIt is mostly anonymous sources in here why should anyone trust you? General Mattis General Kelly said itÕs not true.Ó @SavannahGuthrie  @TODAYshow  Bob Woodward is a liar who is like a Dem operative prior to the Midterms. He was caught cold even by NBC.",14920,57772,54325747,23811,10,2018,9,37,10,12
"ÒIÕm taking this book with a grain of salt &amp; everyone should do the same. Multiple sources but almost every one of them has come out and discredited the claims made by Woodward. You cannot take this book too seriously.Ó Katelyn Caralle Washington Examiner",12282,53974,54325747,23811,10,2018,9,37,10,11
"The White House is a Òsmooth running machine.Ó We are making some of the biggest and most important deals in our countryÕs history - with many more to come! The Dems are going crazy!",16439,71651,54325747,23811,10,2018,9,37,10,11
"The Woodward book is a Joke - just another assault against me in a barrage of assaults using now disproven unnamed and anonymous sources. Many have already come forward to say the quotes by them like the book are fiction. Dems canÕt stand losing. IÕll write the real book!",17211,76167,54325747,23811,10,2018,9,37,10,11
"If the Democrats had won the Election in 2016 GDP which was about 1% and going down would have been minus 4% instead of up 4.2%. I opened up our beautiful economic engine with Regulation and Tax Cuts. Our system was choking and would have been made worse. Still plenty to do!",15995,65807,54325747,23811,10,2018,9,37,10,11
"The GDP Rate (4.2%) is higher than the Unemployment Rate (3.9%) for the first time in over 100 years!",25215,90857,54325747,23811,10,2018,9,37,10,11
"Melania and I wish all Jewish people Shana Tova and send our warmest greetings to those celebrating Rosh Hashanah and the start of the High Holy Days... https://t.co/uMrHHX5il0",15880,66752,54301936,25071,10,2018,9,36,9,17
"...its commitment to denuclearize.Ó @FoxNews  This is a big and very positive statement from North Korea. Thank you To Chairman Kim. We will both prove everyone wrong! There is nothing like good dialogue from two people that like each other! Much better than before I took office.",17417,70482,54301936,25071,10,2018,9,36,9,15
"North Korea has just staged their parade celebrating 70th anniversary of founding without the customary display of nuclear missiles. Theme was peace and economic development. ÒExperts believe that North Korea cut out the nuclear missiles to show President Trump......",21120,83328,54301936,25071,10,2018,9,36,9,15
"Wow NFL first game ratings are way down over an already really bad last year comparison. Viewership declined 13% the lowest in over a decade. If the players stood proudly for our Flag and Anthem and it is all shown on broadcast maybe ratings could come back? Otherwise worse!",22782,106928,54301936,25071,10,2018,9,36,9,14
"ÒTrump has set Economic Growth on fire. During his time in office the economy has achieved feats most experts thought impossible. GDP is growing at a 3 percent-plus rate. The unemployment rate is near a 50 year low.Ó CNBC...Also the Stock Market is up almost 50% since Election!",19063,77923,54301936,25071,10,2018,9,36,9,14
"If the U.S. sells a car into China there is a tax of 25%. If China sells a car into the U.S. there is a tax of 2%. Does anybody think that is FAIR? The days of the U.S. being ripped-off by other nations is OVER!",32757,133067,54301936,25071,10,2018,9,36,9,14
"ÒFord has abruptly killed a plan to sell a Chinese-made small vehicle in the U.S. because of the prospect of higher U.S. Tariffs.Ó CNBC.  This is just the beginning. This car can now be BUILT IN THE U.S.A. and Ford will pay no tariffs!",20383,84225,54301936,25071,10,2018,9,36,9,13
"ÒBarack Obama talked a lot about hope but Donald Trump delivered the American Dream. All the economic indicators whatÕs happening overseas Donald Trump has proven to be far more successful than Barack Obama. President Trump is delivering the American Dream.Ó Jason Chaffetz",25068,95006,54301936,25071,10,2018,9,36,9,13
"Happy Anniversary! #ProudDeplorable https://t.co/iHyeu5a8DD",27742,87873,54301936,25071,10,2018,9,36,9,13
"So nice thank you both! https://t.co/IAskDJIILo",19817,85874,54301936,25071,10,2018,9,36,9,1
"The Dems have tried every trick in the playbook-call me everything under the sun. But if IÕm all of those terrible things how come I beat them so badly 306-223? Maybe theyÕre just not very good! The fact is they are going CRAZY only because they know they canÕt beat me in 2020!",29744,125431,54301936,25071,10,2018,9,36,9,1
"Republicans are doing really well with the Senate Midterms. Races that we were not even thinking about winning are now very close or even leading. Election night will be very interesting indeed!",21355,93794,54301936,25071,10,2018,9,36,9,1
"Our Social Media (and beyond) Stars @DiamondandSilk are terrific people who are doing really well. We are all very proud of them and their great success!",19391,87579,54301936,25071,10,2018,9,36,9,0
"So true! ÒMr. Trump remains the single most popular figure in the Republican Party whose fealty has helped buoy candidates in competitive Republican primaries and remains a hot commodity among general election candidates.Ó  Nicholas Fandos @nytimes",16272,73477,54276865,27854,10,2018,9,36,8,21
"Apple prices may increase because of the massive Tariffs we may be imposing on China - but there is an easy solution where there would be ZERO tax and indeed a tax incentive. Make your products in the United States instead of China. Start building new plants now. Exciting! #MAGA",28281,112546,54276865,27854,10,2018,9,36,8,15
"We are breaking all Jobs and Economic Records but importantly our Country has TREMENDOUS FUTURE POTENTIAL. We have just begun!",24477,103159,54276865,27854,10,2018,9,36,8,14
"ÒTo this point President TrumpÕs achievements are unprecedented.Ó  @LouDobbs",15434,68415,54276865,27854,10,2018,9,36,8,14
"Dave Hughes is running for Congress in the Great State of Minnesota. He will help us accomplish our America First policies is strong on Crime the Border our 2nd Amendmen Trade Military and Vets. Running against Pelosi Liberal Puppet Petterson. Dave has my Total Endorsement!",16085,63385,54276865,27854,10,2018,9,36,8,14
"14 days for $28 MILLION - $2 MILLION a day No Collusion. A great day for America!",21096,87063,54249011,19945,9,2018,9,36,7,21
"ÒUnprecedented Jobs Growth Streak Continues as Wages RiseÓ https://t.co/Mk0WSyjdOe",14739,56501,54249011,19945,9,2018,9,36,7,20
"Under our horrible immigration laws the Government is frequently blocked from deporting criminal aliens with violent felony convictions. House GOP just passed a bill to increase our ability to deport violent felons (Crazy Dems opposed). Need to get this bill to my desk fast!",30246,112398,54249011,19945,9,2018,9,36,7,16
"The Woodward book is a scam. I donÕt talk the way I am quoted. If I did I would not have been elected President. These quotes were made up. The author uses every trick in the book to demean and belittle. I wish the people could see the real facts - and our country is doing GREAT!",29430,127236,54249011,19945,9,2018,9,36,7,11
"Matt Rosendale will be a Great Senator from a Great State Montana! He is a fighter who will be tough on Crime and the Border fight hard for our 2nd Amendment and loves our Military and our Vets. He has my full and complete Endorsement!",15928,68260,54249011,19945,9,2018,9,36,7,11
"What was Nike thinking?",30036,151673,54249011,19945,9,2018,9,36,7,10
"Thank you Montana I love you! https://t.co/9J4Xv2PoNw",16071,76228,54249011,19945,9,2018,9,36,7,2
"MAKE AMERICA GREAT AGAIN! https://t.co/RPOYiqsHHH",17418,67872,54249011,19945,9,2018,9,36,7,2
"Getting ready to go on stage for Matt Rosendale who will be a great Senator. Jon Tester has let the people of Montana down &amp; does not deserve another six years. Matt is strong on Crime the Borders &amp; will save your Second Amendment from the onslaught. Loves our Military &amp; Vets!",16358,75391,54249011,19945,9,2018,9,36,7,1
"Landing in Montana now to support Matt Rosendale for U.S. Senate! #MAGA https://t.co/0MIEyWxMbW",11046,52569,54229066,28954,11,2018,9,36,6,23
"Are the investigative ÒjournalistsÓ of the New York Times going to investigate themselves - who is the anonymous letter writer?",18804,86141,54229066,28954,11,2018,9,36,6,23
"Look forward to seeing everyone in Montana tonight! #MAGA https://t.co/fyHduA2Peo",13209,56324,54229066,28954,11,2018,9,36,6,17
"ÒThe record is quite remarkable. The President has faithfully followed the agenda he campaigned on in 2016. People should focus on the results and theyÕre extraordinary!Ó  James Freeman - Wall Street Journal",25245,97379,54229066,28954,11,2018,9,36,6,14
